;when;super_hero_group;tracking;place;tracking_times;crystal_type;;human_behavior_report;human_measure;crystal_weight;expected_factor_x;previous_factor_x;first_factor_x;expected_final_factor_x;final_factor_x;previous_adamantium;;etherium_before_start;expected_start;start_process;start_subprocess1;start_critical_subprocess1;predicted_process_end;process_end;subprocess1_end;reported_on_tower;opened;chemical_x;raw_kryptonite;argon;pure_seastone;crystal_supergroup;Cycle;groups
5;07/12/2019;B;49631;2;1;group 148;13;4;560;354.0975;1625;1642.699951;1603.699951;1563;1573;0.0175;1603.699951;;07/12/2019 00:15;07/12/2019 00:08;07/12/2019 00:14;;07/12/2019 01:00;07/12/2019 00:52;07/12/2019 00:43;07/12/2019 00:58;07/12/2019 01:11;28.43333333;4000;0;87.87;0;1ª;12
6;07/12/2019;B;49641;2;2;group 148;18;2;500;344.6212;1643;1582;;1572;;0.057;;;07/12/2019 01:05;07/12/2019 01:43;;;07/12/2019 01:43;07/12/2019 01:49;;;;;;0;;0;1ª;12
7;07/12/2019;B;49651;2;1;group 148;17;4;610;339.8208;1625;1632.599976;1585.400024;1570;1578.599976;0.0329;1585.400024;;07/12/2019 02:07;07/12/2019 01:59;07/12/2019 02:04;;07/12/2019 02:41;07/12/2019 02:33;07/12/2019 02:25;07/12/2019 02:40;07/12/2019 03:13;20.91666667;261;0;31.31;0;1ª;12
8;07/12/2019;B;49661;2;1;group 148;20;4;760;345.968;1629;1634.099976;1589.699951;1563;1569.400024;0.0205;1589.699951;;07/12/2019 03:05;07/12/2019 03:01;07/12/2019 03:08;;07/12/2019 03:44;07/12/2019 03:51;07/12/2019 03:43;07/12/2019 03:56;07/12/2019 04:03;35.88333333;303;0;83.83;0;1ª;12
9;07/12/2019;B;49681;2;1;group 148;18;4;470;337.036;1621;1619.599976;1582.300049;1567;1576.599976;0.0418;1582.300049;;07/12/2019 04:43;07/12/2019 04:47;07/12/2019 04:52;;07/12/2019 05:25;07/12/2019 05:19;07/12/2019 05:12;07/12/2019 05:43;07/12/2019 05:52;20.6;797;41.52854919;;0;1ª;12
10;07/12/2019;B;551031;2;1;group 122;20;4;750;343.2197;1607;1632.534763;1607.900024;1571;1574.300049;;1607.900024;;07/12/2019 06:28;07/12/2019 06:28;07/12/2019 06:33;;07/12/2019 07:15;07/12/2019 07:09;07/12/2019 07:08;07/12/2019 07:25;07/12/2019 07:51;35.05;2521;61.88559341;;0;1ª;12
11;07/12/2019;D;49701;2;1;group 196;19;4;650;351.0998;1638;1621.199951;1597.400024;1583;1587.900024;0.242;1597.400024;477.3999939;07/12/2019 07:57;07/12/2019 08:00;07/12/2019 08:05;;07/12/2019 08:43;07/12/2019 08:37;07/12/2019 08:34;07/12/2019 08:47;07/12/2019 09:14;28.83333333;1446;126.2495422;456.52;1;1ª;12
12;07/12/2019;D;49711;2;1;group 196;10;1;630;351.637;1666;1642;1608.900024;1590;1594.300049;0.307;1608.900024;343;07/12/2019 08:55;07/12/2019 08:52;07/12/2019 08:57;;07/12/2019 09:37;07/12/2019 09:27;07/12/2019 09:24;07/12/2019 09:37;07/12/2019 10:08;26.91666667;;0;374.71;1;1ª;12
13;07/12/2019;D;49721;2;1;group 196;9;3;640;345.1355;1639;1620.699951;1595.300049;1584;1586;0.252;1595.300049;344;07/12/2019 10:42;07/12/2019 10:41;07/12/2019 10:47;;07/12/2019 11:21;07/12/2019 11:16;07/12/2019 11:13;07/12/2019 11:26;07/12/2019 11:51;26.1;;0;374.71;1;1ª;12
14;07/12/2019;D;551071;2;1;group 196;19;3;820;336.0814;1634;1617.699951;1593.699951;1585;1586.5;0.239;1593.699951;424.5;07/12/2019 11:26;07/12/2019 11:39;07/12/2019 11:45;;07/12/2019 12:19;07/12/2019 12:19;07/12/2019 12:12;07/12/2019 12:29;07/12/2019 12:42;27.73333333;173;0;400.97;1;1ª;12
15;07/12/2019;D;551081;2;1;group 196;18;4;600;334.6101;1651;1621.5;1592.599976;1597;1599.099976;0.263;1592.599976;453;07/12/2019 12:29;07/12/2019 12:31;07/12/2019 12:35;;07/12/2019 13:09;07/12/2019 13:07;07/12/2019 13:05;07/12/2019 13:18;07/12/2019 13:40;29.45;;61.74271774;492.88;1;1ª;12
16;07/12/2019;D;49731;2;1;group 196;17;4;510;353.9356;1643;1620.400024;1590.199951;1580;1580.400024;0.27;1590.199951;337.6000061;07/12/2019 13:14;07/12/2019 13:19;07/12/2019 13:23;;07/12/2019 13:59;07/12/2019 13:50;07/12/2019 13:46;07/12/2019 14:01;07/12/2019 14:25;22.98333333;;0;379.76;1;1ª;12
17;07/12/2019;D;551091;2;1;group 196;20;1;900;335.4735;1659;1598.699951;1572.699951;1583;1584.900024;0.244;1572.699951;671.7000122;07/12/2019 15:08;07/12/2019 15:05;07/12/2019 15:10;;07/12/2019 15:45;07/12/2019 15:44;07/12/2019 15:43;07/12/2019 16:00;07/12/2019 16:05;32.51666667;;251.6064453;539.34;1;1ª;12
18;07/12/2019;D;551101;2;1;group 196;13;1;760;337.589;1657;1615.199951;1584.800049;1581;1584.199951;0.24;1584.800049;640.5;07/12/2019 15:59;07/12/2019 16:02;07/12/2019 16:07;;07/12/2019 16:42;07/12/2019 16:47;07/12/2019 16:43;07/12/2019 16:53;07/12/2019 16:57;36.51666667;992;151.5781555;585.8;1;1ª;12
19;07/12/2019;D;49791;2;1;group 202;20;3;840;340.0924;1632;1636.199951;1605;1581;1581;0.0163;1605;;07/12/2019 18:56;07/12/2019 18:53;07/12/2019 18:59;;07/12/2019 19:34;07/12/2019 19:27;07/12/2019 19:18;07/12/2019 19:33;07/12/2019 19:37;19.06666667;1615;0;129.28;0;1ª;12
20;07/12/2019;D;551131;2;1;group 202;13;3;700;338.4109;1634;1636.199951;1591.599976;1579;1586.300049;0.015;1591.599976;;07/12/2019 19:50;07/12/2019 19:47;07/12/2019 19:51;;07/12/2019 20:29;07/12/2019 20:13;07/12/2019 20:04;07/12/2019 20:33;07/12/2019 21:07;13.76666667;;0;124.23;0;1ª;12
21;07/12/2019;B;551141;2;1;group 196;9;3;780;335.5341;1659;1619.800049;1600.900024;1599;1597.400024;0.232;1600.900024;704.0999756;07/12/2019 21:10;07/12/2019 21:06;07/12/2019 21:11;;07/12/2019 21:46;07/12/2019 21:52;07/12/2019 21:50;07/12/2019 22:10;07/12/2019 22:17;38.8;;201.2763672;584.79;1;1ª;12
22;07/12/2019;B;551161;2;1;group 196;13;4;770;338.7378;1635;1607.800049;1589;1579;1583.400024;0.233;1589;352.1000061;07/12/2019 22:55;07/12/2019 22:53;07/12/2019 22:57;;07/12/2019 23:33;07/12/2019 23:32;07/12/2019 23:26;07/12/2019 23:45;07/12/2019 23:57;28.68333333;;0;369.66;1;1ª;12
23;07/12/2019;B;551171;2;1;group 196;16;2;680;326.0598;1649;1629.599976;1604.800049;1579;1590.300049;0.257;1604.800049;438.2000122;07/12/2019 23:47;07/12/2019 23:45;07/12/2019 23:50;;08/12/2019 00:37;08/12/2019 00:23;08/12/2019 00:20;08/12/2019 00:30;08/12/2019 00:47;29.58333333;2511;0;423.19;1;1ª;12
24;08/12/2019;B;551191;2;1;group 196;10;3;790;340.0228;1646;1637.699951;1615.199951;1586;1588.900024;0.194;1615.199951;348.5;08/12/2019 01:34;08/12/2019 01:31;08/12/2019 01:39;;08/12/2019 02:11;08/12/2019 02:09;08/12/2019 02:05;08/12/2019 02:18;08/12/2019 02:29;25.35;3302;0;395.92;1;1ª;12
25;08/12/2019;B;49861;2;1;group 196;16;4;570;337.2546;1647;1636.300049;1617.900024;1592;1596.199951;0.262;1617.900024;312.7999878;08/12/2019 02:53;08/12/2019 02:50;08/12/2019 02:55;;08/12/2019 03:30;08/12/2019 03:23;08/12/2019 03:20;08/12/2019 03:29;08/12/2019 03:35;25.83333333;2151;0;370.67;1;1ª;12
26;08/12/2019;B;49871;2;1;group 196;9;3;650;346.5479;1649;1649.023985;1602;1583;1585.300049;0.288;1602;306.2999878;08/12/2019 04:05;08/12/2019 04:19;08/12/2019 04:22;;08/12/2019 04:59;08/12/2019 04:54;08/12/2019 04:48;08/12/2019 04:58;08/12/2019 05:18;25.98333333;1100;0;383.8;1;1ª;12
27;08/12/2019;B;551211;2;1;group 196;10;4;720;346.087;1642;1605.400024;1588.400024;1581;1584.5;0.289;1588.400024;535.2000122;08/12/2019 04:59;08/12/2019 04:59;08/12/2019 05:04;;08/12/2019 05:39;08/12/2019 05:42;08/12/2019 05:41;08/12/2019 05:50;08/12/2019 06:12;37.36666667;;101.3234863;485.81;1;1ª;12
28;08/12/2019;B;551221;2;1;group 196;16;3;660;328.9444;1648;1594.800049;1570;1583;1588.699951;0.241;1570;739.2000122;08/12/2019 06:30;08/12/2019 06:34;08/12/2019 06:39;;08/12/2019 07:10;08/12/2019 07:35;08/12/2019 07:33;08/12/2019 07:42;08/12/2019 08:00;53.88333333;;573.9774475;787.8;1;1ª;12
29;08/12/2019;A;49891;2;1;group 139;9;4;630;346.6447;1634;1616;1590.400024;1588;1592;0.0173;1590.400024;;08/12/2019 08:19;08/12/2019 08:17;08/12/2019 08:21;;08/12/2019 09:03;08/12/2019 09:11;08/12/2019 08:56;08/12/2019 09:18;08/12/2019 09:33;34.8;;351.9296265;370.67;0;1ª;12
30;08/12/2019;A;49911;2;1;group 139;20;3;590;353.2186;1635;1620.400024;1591.099976;1579;1593.900024;0.005;1591.099976;;08/12/2019 10:26;08/12/2019 10:22;08/12/2019 10:26;;08/12/2019 11:15;08/12/2019 11:11;08/12/2019 10:59;08/12/2019 11:25;08/12/2019 11:50;33.43333333;;301.937439;461.57;0;1ª;12
31;08/12/2019;A;551231;2;1;group 196;9;4;940;324.7518;1651;1645.300049;1618.599976;1596;1602.400024;0.27;1618.599976;404.8999939;08/12/2019 11:50;08/12/2019 11:53;08/12/2019 11:58;;08/12/2019 12:33;08/12/2019 12:32;08/12/2019 12:31;08/12/2019 12:46;08/12/2019 13:00;32.28333333;2225;0;465.61;1;1ª;12
32;08/12/2019;A;49931;2;1;group 196;10;3;840;338.3527;1644;1624.199951;1593.5;1579;1581;0.268;1593.5;495.7999878;08/12/2019 13:35;08/12/2019 13:35;08/12/2019 13:38;;08/12/2019 14:15;08/12/2019 14:30;08/12/2019 14:27;08/12/2019 14:37;08/12/2019 14:43;48.28333333;2088;177.3665772;596.91;1;1ª;12
33;08/12/2019;A;49951;2;1;group 196;9;3;820;334.4976;1640;1636.800049;;1582;;0.278;;;08/12/2019 15:21;08/12/2019 15:29;;;08/12/2019 16:01;08/12/2019 15:34;;;;;;0;;1;1ª;12
34;08/12/2019;A;49961;2;1;group 196;18;4;580;336.6161;1637;1622.599976;1586.800049;1579;1580.800049;0.277;1586.800049;446.7000122;08/12/2019 16:10;08/12/2019 16:33;08/12/2019 16:34;;08/12/2019 17:13;08/12/2019 17:12;08/12/2019 17:07;08/12/2019 17:20;08/12/2019 17:33;32.78333333;;62.24172974;436.32;1;1ª;12
35;08/12/2019;A;49971;2;1;group 196;9;4;940;325.0339;1652;1631.800049;1608.5;1597;1602.099976;0.241;1608.5;513;08/12/2019 18:39;08/12/2019 18:40;08/12/2019 18:43;08/12/2019 18:53;08/12/2019 19:30;08/12/2019 19:20;08/12/2019 19:19;08/12/2019 19:30;08/12/2019 20:02;36.2;;72.0449295;439.35;1;1ª;12
36;08/12/2019;D;49991;2;1;group 196;16;2;670;331.85;1658;1624.099976;1582.900024;1585;1583.599976;0.245;1582.900024;608.2000122;08/12/2019 20:24;08/12/2019 20:38;08/12/2019 20:42;08/12/2019 20:53;08/12/2019 21:04;08/12/2019 21:17;08/12/2019 21:16;08/12/2019 21:27;08/12/2019 21:37;33.5;;166.8986969;522.17;1;1ª;12
37;08/12/2019;D;551241;2;1;group 196;9;3;860;331.7257;1647;1639.400024;1614.199951;1584;1583.5;0.23;1614.199951;428.7000122;08/12/2019 22:16;08/12/2019 22:16;08/12/2019 22:20;08/12/2019 22:35;08/12/2019 22:57;08/12/2019 23:05;08/12/2019 23:04;08/12/2019 23:14;08/12/2019 23:20;44.21666667;4694;0;436.32;1;1ª;12
38;09/12/2019;D;50031;2;1;group 140;10;1;830;332.9058;1642;1642.800049;1613.699951;1567;1579.199951;0.0214;1613.699951;;09/12/2019 03:00;09/12/2019 03:04;09/12/2019 03:10;09/12/2019 03:18;09/12/2019 03:42;09/12/2019 03:37;09/12/2019 03:30;09/12/2019 03:45;09/12/2019 03:55;19.58333333;1094;0;85.85;0;1ª;12
39;09/12/2019;A;50081;2;1;group 149;18;4;450;336.1599;1639;1622.5;1599.5;1579;1576.7;0.0337;1599.5;;09/12/2019 08:18;09/12/2019 08:16;09/12/2019 08:19;09/12/2019 08:22;09/12/2019 09:20;09/12/2019 09:02;09/12/2019 08:51;09/12/2019 09:19;09/12/2019 09:39;31.45;;201.4979248;275.73;0;1ª;12
40;09/12/2019;A;50091;2;1;group 149;10;4;720;338.7976;1626;1628.699951;1603.900024;1563;1571.599976;0.0201;1603.900024;;09/12/2019 09:34;09/12/2019 09:37;09/12/2019 09:40;09/12/2019 09:42;09/12/2019 10:15;09/12/2019 10:09;09/12/2019 10:00;09/12/2019 10:18;09/12/2019 10:27;19.95;1982;0;57.57;0;1ª;12
41;09/12/2019;A;551271;2;1;group 149;9;3;700;339.3234;1641;1621;1607.400024;1571;1582.599976;0.0436;1607.400024;;09/12/2019 11:22;09/12/2019 11:21;09/12/2019 11:26;09/12/2019 11:32;09/12/2019 12:02;09/12/2019 11:51;09/12/2019 11:42;09/12/2019 11:59;09/12/2019 12:23;16.45;518;0;;0;1ª;12
42;09/12/2019;A;50121;2;1;group 149;16;4;650;327.326;1629;1613.699951;1589.699951;1566;1578.699951;0.0379;1589.699951;;09/12/2019 13:33;09/12/2019 13:34;09/12/2019 13:39;09/12/2019 13:44;09/12/2019 14:11;09/12/2019 14:02;09/12/2019 13:54;09/12/2019 14:19;09/12/2019 14:35;14.23333333;;0;;0;1ª;12
43;09/12/2019;A;50141;2;1;group 149;18;4;480;341.4115;1627;1619.599976;1598.099976;1566;1582.199951;0.0197;1598.099976;;09/12/2019 15:55;09/12/2019 15:55;09/12/2019 15:59;;09/12/2019 16:42;09/12/2019 16:23;09/12/2019 16:14;09/12/2019 16:32;09/12/2019 17:03;15.05;1970;0;73.73;0;1ª;12
44;09/12/2019;A;50161;2;1;group 149;9;4;570;353.8025;1622;1621.099976;1602.599976;1568;1578;0.0202;1602.599976;;09/12/2019 18:29;09/12/2019 18:28;09/12/2019 18:56;;09/12/2019 19:07;09/12/2019 18:57;09/12/2019 18:57;09/12/2019 19:13;09/12/2019 19:35;26.03333333;2569;0;76.76;0;1ª;12
45;10/12/2019;D;50241;2;1;group 202;10;1;720;341.7109;1652;1654.199951;1617.300049;1581;1593.099976;0.0282;1617.300049;;10/12/2019 03:28;10/12/2019 03:39;10/12/2019 03:45;;10/12/2019 04:19;10/12/2019 04:10;10/12/2019 04:01;10/12/2019 04:21;10/12/2019 04:45;16.11666667;1497;0;86.86;0;1ª;12
46;10/12/2019;D;50251;2;1;group 202;16;3;570;337.8991;1627;1633.900024;1606.900024;1574;1587.800049;0.021;1606.900024;;10/12/2019 04:32;10/12/2019 04:28;10/12/2019 04:33;;10/12/2019 05:10;10/12/2019 05:02;10/12/2019 04:53;10/12/2019 05:10;10/12/2019 05:35;20.68333333;2333;0;104.03;0;1ª;12
47;10/12/2019;D;50261;2;2;group 202;13;3;730;338.6962;1625;1621.763975;1596.599976;1577;1586.099976;0.0205;1596.599976;;10/12/2019 05:21;10/12/2019 05:36;10/12/2019 05:41;;10/12/2019 06:02;10/12/2019 06:05;10/12/2019 05:55;10/12/2019 06:12;10/12/2019 06:29;14.41666667;;0;106.05;0;1ª;12
48;10/12/2019;D;50271;2;1;group 202;19;4;740;339.415;1620;1628.900024;1594.900024;1574;1583.099976;0.028;1594.900024;;10/12/2019 06:21;10/12/2019 06:17;10/12/2019 06:29;10/12/2019 06:37;10/12/2019 07:12;10/12/2019 06:53;10/12/2019 06:44;10/12/2019 07:09;10/12/2019 07:24;15.28333333;2509;0;70.7;0;1ª;12
49;10/12/2019;C;50291;2;1;group 202;9;4;740;341.5172;1619;1631.099976;1616.300049;1574;1587.800049;0.0219;1616.300049;;10/12/2019 08:20;10/12/2019 08:18;10/12/2019 08:23;;10/12/2019 08:59;10/12/2019 08:49;10/12/2019 08:40;10/12/2019 08:59;10/12/2019 09:11;16.68333333;2497;0;56.56;0;1ª;12
50;10/12/2019;C;551391;2;1;group 202;19;3;770;338.8933;1632;1635.400024;1622.699951;1578;1579.699951;0.01;1622.699951;;10/12/2019 10:00;10/12/2019 10:00;10/12/2019 10:07;;10/12/2019 10:38;10/12/2019 10:39;10/12/2019 10:29;10/12/2019 10:48;10/12/2019 11:05;22.8;1852;0;80.8;0;1ª;12
51;10/12/2019;C;50321;2;1;group 202;16;3;680;329.6287;1625;1637.5;1617.199951;1574;1587.5;0.0379;1617.199951;;10/12/2019 11:54;10/12/2019 11:50;10/12/2019 11:57;;10/12/2019 12:45;10/12/2019 12:23;10/12/2019 12:15;10/12/2019 12:37;10/12/2019 12:55;17.76666667;2806;0;;0;1ª;12
52;10/12/2019;C;551411;2;2;group 198;18;4;540;342.5631;1608;1577;1556.400024;1590;1592;0.0237;1556.400024;;10/12/2019 12:33;10/12/2019 13:41;10/12/2019 13:44;;10/12/2019 14:43;10/12/2019 14:47;10/12/2019 14:43;10/12/2019 15:08;10/12/2019 15:16;59.43333333;;867.2698975;969.6;0;1ª;12
53;10/12/2019;C;50351;2;1;group 176;19;3;820;331.9385;1652;1630.400024;1623.099976;1584;1597;0.0036;1623.099976;;10/12/2019 16:42;10/12/2019 16:40;10/12/2019 16:46;;10/12/2019 17:21;10/12/2019 17:12;10/12/2019 17:01;10/12/2019 17:52;10/12/2019 18:01;15.43333333;;0;123.22;0;1ª;12
54;10/12/2019;C;50371;2;1;group 176;9;3;740;341.746;1629;1638.800049;1619.5;1562;1578.900024;0.0269;1619.5;;10/12/2019 18:46;10/12/2019 18:44;10/12/2019 18:51;;10/12/2019 19:39;10/12/2019 19:22;10/12/2019 19:13;10/12/2019 19:46;10/12/2019 19:55;22.71666667;5009;0;32.32;0;1ª;12
55;10/12/2019;A;50401;2;1;group 176;13;4;700;338.6583;1624;1613.599976;1586.099976;1563;1573.900024;0.0275;1586.099976;;10/12/2019 21:18;10/12/2019 21:18;10/12/2019 21:23;;10/12/2019 21:59;10/12/2019 21:45;10/12/2019 21:37;10/12/2019 21:54;10/12/2019 22:11;13.85;1621;0;23.23;0;1ª;12
56;11/12/2019;A;50431;2;1;group 163;13;4;610;353.4004;1592;1634.099976;1597.599976;1546;1545.9;0.0377;1597.599976;;11/12/2019 00:37;11/12/2019 00:34;11/12/2019 00:39;;11/12/2019 01:24;11/12/2019 01:33;11/12/2019 01:15;11/12/2019 01:44;11/12/2019 01:52;36.05;5275;0;35.35;0;1ª;12
57;11/12/2019;A;50441;2;1;group 163;10;4;680;353.0125;1595;1591.599976;1564.400024;1536;1544.599976;0.026;1564.400024;;11/12/2019 01:38;11/12/2019 01:45;11/12/2019 01:50;;11/12/2019 02:23;11/12/2019 02:16;11/12/2019 02:08;11/12/2019 02:24;11/12/2019 02:55;18.35;2748;0;38.38;0;1ª;12
58;11/12/2019;A;50451;2;1;group 163;9;4;640;350.0416;1608;1598.099976;1567.900024;1537;1548;0.0321;1567.900024;;11/12/2019 02:38;11/12/2019 02:42;11/12/2019 02:47;;11/12/2019 03:30;11/12/2019 03:12;11/12/2019 03:04;11/12/2019 03:20;11/12/2019 04:03;16.95;2679;0;;0;1ª;12
59;11/12/2019;A;551531;2;1;group 202;18;4;540;338.779;1629;1646.900024;1627.800049;1576;1590.099976;0.0175;1627.800049;69.43000031;11/12/2019 04:42;11/12/2019 04:45;11/12/2019 04:49;;11/12/2019 05:46;11/12/2019 05:26;11/12/2019 05:18;11/12/2019 06:05;11/12/2019 06:24;29.06666667;4410;121.5191727;184.83;0;1ª;12
60;11/12/2019;A;551551;2;1;group 202;19;4;620;354.5374;1617;1623.699951;1603.699951;1573;1587.099976;0.0397;1603.699951;;11/12/2019 07:08;11/12/2019 06:57;11/12/2019 07:00;;11/12/2019 07:45;11/12/2019 07:21;11/12/2019 07:12;11/12/2019 07:33;11/12/2019 07:53;11.81666667;2000;0;;0;1ª;12
61;11/12/2019;C;551561;2;1;group 202;18;4;460;341.9451;1620;1610.900024;1603.400024;1574;1585.300049;0.0291;1603.400024;;11/12/2019 08:20;11/12/2019 08:17;11/12/2019 08:23;;11/12/2019 08:58;11/12/2019 08:44;11/12/2019 08:35;11/12/2019 09:11;11/12/2019 09:30;12.03333333;1257;0;33.33;0;1ª;12
62;11/12/2019;C;551571;2;1;group 202;17;3;660;336.7999;1627;1622.199951;1605;1574;1584.800049;0.008;1605;;11/12/2019 09:42;11/12/2019 09:35;11/12/2019 09:40;;11/12/2019 10:34;11/12/2019 10:08;11/12/2019 09:59;11/12/2019 13:47;11/12/2019 14:23;19.11666667;508;0;138.37;0;1ª;12
63;11/12/2019;C;50521;2;1;group 201;8;3;740;336.1308;1632;1581;1555.300049;1591;1598.199951;0.0379;1555.300049;;11/12/2019 11:18;11/12/2019 11:26;11/12/2019 11:31;;11/12/2019 12:45;11/12/2019 12:31;11/12/2019 12:30;11/12/2019 13:30;11/12/2019 13:38;59.23333333;;953.4529114;1108.98;0;1ª;12
64;11/12/2019;C;551591;2;1;group 193;8;2;860;329.8391;1644;1662.300049;1605.400024;1590;1598.099976;0.0126;1605.400024;;11/12/2019 17:57;11/12/2019 17:56;11/12/2019 17:58;;11/12/2019 18:29;11/12/2019 18:13;11/12/2019 18:13;11/12/2019 18:46;11/12/2019 19:06;14.86666667;;0;157.56;0;1ª;12
65;11/12/2019;C;551601;2;1;group 193;12;1;860;326.3063;1633;1626.900024;1597;1586;1588;0.0265;1597;;11/12/2019 18:47;11/12/2019 18:50;11/12/2019 18:55;;11/12/2019 19:22;11/12/2019 19:19;11/12/2019 19:19;11/12/2019 19:29;11/12/2019 19:49;23.53333333;;243.0835877;348.45;0;1ª;12
66;11/12/2019;C;551611;2;1;group 193;17;4;680;342.0016;1600;1629.300049;1611.199951;1573;1581.099976;0.0127;1611.199951;;11/12/2019 19:40;11/12/2019 19:42;11/12/2019 19:45;;11/12/2019 20:14;11/12/2019 20:07;11/12/2019 20:05;11/12/2019 20:27;11/12/2019 20:33;19.85;3200;0;183.82;0;1ª;12
67;11/12/2019;A;50571;2;1;group 193;19;1;880;329.8523;1644;1670.199951;1631.199951;1587;1607;0.057;1631.199951;;11/12/2019 20:51;11/12/2019 20:54;11/12/2019 20:58;;11/12/2019 21:44;11/12/2019 21:18;11/12/2019 21:16;11/12/2019 21:40;11/12/2019 22:11;17.78333333;2618;0;;0;1ª;12
68;11/12/2019;A;50581;2;1;group 193;9;4;820;337.3217;1603;1640.400024;1618.400024;1576;1582;0.0308;1618.400024;;11/12/2019 22:09;11/12/2019 22:06;11/12/2019 22:10;;11/12/2019 22:38;11/12/2019 22:32;11/12/2019 22:31;11/12/2019 22:41;11/12/2019 23:00;20.81666667;5718;0;113.12;0;1ª;12
69;11/12/2019;A;50601;2;1;group 193;16;4;660;334.5401;1603;1637.599976;1615.400024;1576;1577.699951;0.055;1615.400024;;11/12/2019 23:43;11/12/2019 23:44;11/12/2019 23:46;;12/12/2019 00:16;12/12/2019 00:11;12/12/2019 00:09;12/12/2019 00:20;12/12/2019 00:41;23.26666667;5527;0;;0;1ª;12
70;12/12/2019;A;50621;2;1;group 193;17;4;630;350.6064;1603;1624.5;1579;1576;1579.900024;0.0208;1579;;12/12/2019 01:34;12/12/2019 01:34;12/12/2019 01:37;;12/12/2019 02:13;12/12/2019 02:03;12/12/2019 01:59;12/12/2019 02:10;12/12/2019 02:22;21.95;2721;0;156.55;0;1ª;12
71;12/12/2019;A;50661;2;1;group 196;18;4;560;341.2398;1634;1618.400024;1584.900024;1580;1578.699951;0.277;1584.900024;605;12/12/2019 05:18;12/12/2019 05:24;12/12/2019 05:33;12/12/2019 05:54;12/12/2019 06:04;12/12/2019 06:09;12/12/2019 06:08;12/12/2019 06:25;12/12/2019 06:34;35.68333333;;70.32972717;544.39;1;1ª;12
72;12/12/2019;A;50681;2;1;group 196;8;3;810;341.1859;1637;1608.099976;1586.800049;1582;1581.199951;0.291;1586.800049;696.4000244;12/12/2019 07:33;12/12/2019 07:31;12/12/2019 07:36;12/12/2019 07:58;12/12/2019 08:11;12/12/2019 08:12;12/12/2019 08:10;12/12/2019 08:23;12/12/2019 08:34;34.11666667;1482;255.7092285;639.33;1;1ª;12
73;12/12/2019;B;50711;2;1;group 196;17;4;820;335.7584;1653;1610.300049;1591.599976;1594;1589;;1591.599976;826.4000244;12/12/2019 10:41;12/12/2019 10:43;12/12/2019 11:58;12/12/2019 11:11;12/12/2019 11:53;12/12/2019 12:21;12/12/2019 12:17;12/12/2019 12:28;12/12/2019 12:35;88;;363.5204163;1008.99;1;1ª;12
74;12/12/2019;B;551771;2;1;group 196;9;2;850;347.7793;1659;1614.599976;1580.699951;1579;1588.599976;0.31;1580.699951;774.2000122;12/12/2019 13:01;12/12/2019 13:08;12/12/2019 13:11;12/12/2019 13:37;12/12/2019 14:00;12/12/2019 13:53;12/12/2019 13:48;12/12/2019 14:03;12/12/2019 14:10;37.9;688;405.0513916;658.52;1;1ª;12
75;12/12/2019;B;551791;2;1;group 196;8;4;670;355.0173;1632;1608.900024;1584.400024;1579;1585.699951;0.329;1584.400024;516.7000122;12/12/2019 14:55;12/12/2019 14:50;12/12/2019 14:54;;12/12/2019 15:41;12/12/2019 15:30;12/12/2019 15:27;12/12/2019 15:43;12/12/2019 15:50;32.15;;101.9405518;497.93;1;1ª;12
76;12/12/2019;B;551811;2;1;group 196;12;4;620;356.0185;1655;1599.5;1581.400024;1596;1599.099976;;1581.400024;882.7999878;12/12/2019 17:05;12/12/2019 17:03;12/12/2019 17:08;;12/12/2019 18:07;12/12/2019 17:54;12/12/2019 17:51;12/12/2019 18:36;12/12/2019 18:51;42.58333333;;340.6590576;778.71;1;1ª;12
77;12/12/2019;B;551831;2;1;group 196;9;4;700;353.4112;1637;1612.599976;1592;1582;1587.599976;0.297;1592;346.5;12/12/2019 19:17;12/12/2019 19:13;12/12/2019 19:18;;12/12/2019 20:00;12/12/2019 19:48;12/12/2019 19:44;12/12/2019 20:00;12/12/2019 20:39;26.81666667;320;0;402.99;1;1ª;12
78;12/12/2019;C;551851;2;1;group 196;8;1;940;328.1393;1655;1618;1585.199951;1581;1586.199951;0.306;1585.199951;706.2999878;12/12/2019 21:40;12/12/2019 21:38;12/12/2019 21:43;;12/12/2019 22:30;12/12/2019 22:18;12/12/2019 22:18;12/12/2019 22:29;12/12/2019 22:43;34.98333333;;158.4059143;583.78;1;1ª;12
79;12/12/2019;C;50811;2;1;group 196;18;4;560;337.2963;1634;1605.300049;1590;1579;1578.599976;0.275;1590;487.2000122;12/12/2019 22:44;12/12/2019 22:43;12/12/2019 22:46;;12/12/2019 23:38;12/12/2019 23:32;12/12/2019 23:32;12/12/2019 23:41;12/12/2019 23:51;45.81666667;728;113.1634216;509.04;1;1ª;12
80;13/12/2019;C;50831;2;1;group 201;18;4;330;355.2924;1632;1639.5;1624.199951;1592;1594.400024;0.0132;1624.199951;;13/12/2019 02:14;13/12/2019 02:14;13/12/2019 02:18;;13/12/2019 02:55;13/12/2019 02:43;13/12/2019 02:42;13/12/2019 03:15;13/12/2019 03:26;23.78333333;1297;0;202;0;1ª;12
